"","X","Symbol","Name","Sector","Price","Price.Earnings","Dividend.Yield","Earnings.Share","X52.Week.Low","X52.Week.High","Market.Cap","EBITDA.x","Price.Sales","Price.Book","SEC.Filings","Debt","Rev_Growth","EBITDA.y","Leverage","Beta"
"114",116,"CTL","CenturyLink Inc","Telecommunication Services",16.2,8.4,12.66,1.16,27.61,13.161,18237196861,5.58e+09,1.4795984,1.39,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTL",35749,38.3,5.58e+09,6.41,0.858881705253787
"115",117,"CTSH","Cognizant Technology Solutions","Information Technology",75.16,22.4,1.05,2.54,79.28,54.76,45119684067,2.95e+09,3.9678397,3.94,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTSH",624,9.55,2.95e+09,0.21,1.02182056633587
"116",118,"CTXS","Citrix Systems","Information Technology",84.53,20.4,0,-0.24,95,73.3346,13199167493,810268000,4.7538714,6.73,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTXS",741.55,6.06,810268000,0.92,0.649561015693986
"117",119,"CVS","CVS Health","Consumer Staples",70.55,12.4,2.69,4.91,84,66.45,75323141722,1.17e+10,0.549852,2.13,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS",60747,3.13,1.17e+10,5.19,0.745591405004798
"118",120,"CVX","Chevron Corp.","Energy",112.3,27.5,3.89,4.85,133.88,102.55,2.18979e+11,2.89e+10,1.6489863,1.71,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVX",29989,24.53,2.89e+10,1.04,0.950224778108685
"119",121,"CXO","Concho Resources","Energy",140.09,84.4,0,-11.04,162.91,106.73,22021882339,2151190000,12.271951,2.61,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CXO",4143,65.8,2151190000,1.93,1.38794593615665
"120",122,"D","Dominion Energy","Utilities",73.31,20.4,4.53,4.91,85.3,71.59,47543571860,6.43e+09,3.7954214,2.96,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=D",32188,7.77,6.43e+09,5.01,0.221743603771986
"121",123,"DAL","Delta Air Lines Inc.","Industrials",51.23,10.4,2.27,4.94,60.79,43.81,38393603535,8.35e+09,0.91792434,2.67,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAL",8270,8.02,8.35e+09,0.99,1.05149028028261
"122",124,"DE","Deere & Co.","Industrials",153.66,23.1,1.49,6.64,171.96,106.72,52186628646,4053300000,2.3746448,5.31,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE",27237.4,27.14,4053300000,6.72,1.3268854362046
"123",125,"DFS","Discover Financial Services","Financials",72.4,12.1,1.83,5.41,81.93,57.5,27433540000,0,2.3610325,2.52,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFS",26998,11.29,0,Inf,1.17801451326831
"124",126,"DG","Dollar General","Consumer Discretionary",95.1,21.2,1.06,4.43,105.82,65.97,26580644874,2457604000,1.5283886,4.53,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG",2902.44,7.51,2457604000,1.18,0.981684782599394
"125",127,"DGX","Quest Diagnostics","Health Care",96.42,17.1,1.99,5.5,112.965,90.1,13578300000,1.45e+09,1.7709883,2.82,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DGX",3394,3.11,1.45e+09,2.34,0.709388681595018
"126",128,"DHI","D. R. Horton","Consumer Discretionary",44.55,16.3,1.08,2.73,53.32,29.3716,17390873686,1.69e+09,1.1931022,2.17,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHI",2103.5,14.02,1.69e+09,1.24,0.810304153676615
"127",129,"DHR","Danaher Corp.","Health Care",92.16,22.9,0.59,3.53,104.82,78.97,66351150000,4339800000,3.688278,2.65,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHR",10558,10.02,4339800000,2.43,0.911120804402389
"128",130,"DIS","The Walt Disney Company","Consumer Discretionary",101.35,17.8,1.6,5.7,116.1,96.2,1.57817e+11,1.25e+10,3.9635563,3.82,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS",17226,7.79,1.25e+10,1.37,0.851950310440809
"129",131,"DISCA","Discovery Communications-A","Consumer Discretionary",22.87,11,0,1.96,30.25,15.99,8763756733,2.1e+09,1.804088,1.5,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA",15829,43.81,2.1e+09,7.54,0.668472635490399
"130",132,"DISH","Dish Network","Consumer Discretionary",43.77,16.1,0,3.06,66.5,42.48,21032719056,2754331000,1.8521843,3.76,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISH",13790.11,-5.88,2754331000,5.01,1.27007759742448
"131",133,"DLR","Digital Realty Trust Inc","Real Estate",98.96,16.6,3.57,2.19,127.23,101.101,21400952517,1260662000,12.434961,2.32,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLR",9179.87,30.13,1260662000,7.28,0.614797252729366
"132",134,"DLTR","Dollar Tree","Consumer Discretionary",101.58,26.7,0,3.77,116.65,65.63,25151198417,2430300000,1.6097589,4.08,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR",5043.8,6.78,2430300000,2.08,0.576732728307478
"133",135,"DOV","Dover Corp.","Industrials",96.2,23.9,1.88,5.15,109.06,75.51,15566645713,1513291000,1.986176,3.59,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV",2981.92,5.17,1513291000,1.97,0.97959170832437
"134",136,"DRE","Duke Realty Corp","Real Estate",24.52,19.8,3.15,0.88,30.14,24.73,9035293365,529483000,16.077257,1.94,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRE",2634.18,13,529483000,4.98,0.662981209033597
"135",137,"DRI","Darden Restaurants","Consumer Discretionary",91.33,22.7,2.65,3.81,100.11,71.7,11745595320,997600000,1.5278828,5.89,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI",927.1,8.73,997600000,0.93,0.7004340132653
"136",138,"DTE","DTE Energy Co.","Utilities",98.49,19.1,3.56,4.82,116.74,96.56,17808073691,2.79e+09,1.9091922,1.95,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE",13620,12.47,2.79e+09,4.88,0.253102554110737
"137",139,"DUK","Duke Energy","Utilities",74.32,16.7,4.78,3.12,91.8,72.93,52078185682,9.9e+09,2.9348857,1.27,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK",50507,3.65,9.9e+09,5.1,0.237447902129157
"138",140,"DVA","DaVita Inc.","Health Care",71.91,20.6,0,4.3,80.71,52.51,13685178000,2252294000,1.1451397,2.79,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA",8440.67,-3.78,2252294000,3.75,1.21105632624461
"139",141,"DVN","Devon Energy Corp.","Energy",34.94,23.9,0.65,-6.89,47.25,28.7947,19317380000,3.72e+09,2.0660408,2.85,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN",5791,18.3,3.72e+09,1.56,1.39757192173539
"140",142,"DWDP","DowDuPont","Materials",68.21,49.4,2.15,1.59,77.08,64.01,1.65203e+11,5.25e+09,2.6922395,1.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DWDP",27293,55.03,5.25e+09,5.2,1.19390630883687
"141",143,"DXC","DXC Technology","Information Technology",91.92,79.9,0.75,-0.89,102.95,67.76,27408621020,1.63e+09,1.9598055,2.26,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXC",5409,57.12,1.63e+09,3.32,1.05314665169959
"142",144,"EA","Electronic Arts","Information Technology",116.54,34.5,0,3.07,131.01,81.27,37890226992,1.56e+09,7.4415817,8.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA",993,1.59,1.56e+09,0.64,1.02104870624014
"143",145,"EBAY","eBay Inc.","Information Technology",41.02,24.9,0,-1.07,46.99,31.89,44216696399,2.94e+09,4.6720185,3.8,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY",7661,9.02,2.94e+09,2.6,0.894393176016657
"144",146,"ECL","Ecolab Inc.","Materials",127.76,28.1,1.23,4.14,140.5,119.61,38460272282,2848600000,3.7360687,5.28,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECL",6334.8,7.53,2848600000,2.22,0.812760910171708
"145",147,"ED","Consolidated Edison","Utilities",74.73,18.6,3.8,4.1,89.7,72.63,23335777662,4.29e+09,2.960244,1.58,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED",15480,4.84,4.29e+09,3.61,0.218731019305375
"146",148,"EFX","Equifax Inc.","Industrials",114,19,1.33,4.04,147.02,90.72,14121334618,1141200000,5.6338058,4.59,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX",2629.4,2.72,1141200000,2.3,0.745882721135017
"147",149,"EIX","Edison Int'l","Utilities",58.07,13.2,4.05,3.96,83.38,58.76,19447670886,4.28e+09,2.161095,1.59,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX",14629,7.38,4.28e+09,3.41,0.565878792217956
"148",150,"EL","Estee Lauder Cos.","Consumer Staples",131.46,37.8,1.13,3.35,138.74,81.69,49543264457,2.48e+09,3.9522583,10.82,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL",3361,13.96,2.48e+09,1.36,0.978761608376262
"149",151,"EMN","Eastman Chemical","Materials",93.57,12.3,2.26,10.12,104.08,76.02,14226830813,2.15e+09,1.4904785,2.78,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN",5898,8.13,2.15e+09,2.74,1.04470096540098
"150",152,"EMR","Emerson Electric Company","Industrials",66.4,25.7,2.81,2.35,74.45,56.77,44040298425,2.54e+09,3.6707752,5.01,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR",3137,14.05,2.54e+09,1.23,0.960841666935251
"151",153,"EOG","EOG Resources","Energy",101.04,246.4,0.63,-1.98,119,81.99,61164030149,3692749000,8.02302,4.55,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOG",5171.95,57.33,3692749000,1.4,1.3069533230502
"152",154,"EQIX","Equinix","Real Estate",409.98,23.1,1.88,1.77,495.345,361.9,33333813618,1687152000,10.639136,5.14,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX",11032.52,20.7,1687152000,6.54,0.632041964181682
"153",155,"EQR","Equity Residential","Real Estate",55.26,17.6,3.54,1.63,70.455,56.07,20925508143,1710686000,8.593619,2.09,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR",8324.43,4.29,1710686000,4.87,0.456660230930369
"154",156,"ES","Eversource Energy","Utilities",56.11,18.2,3.34,2.96,66.15,55.2,18027633617,2738713000,3.1134193,1.68,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES",12734.87,8.85,2738713000,4.65,0.30902406104668
"155",157,"ESS","Essex Property Trust, Inc.","Real Estate",218.28,18.7,3.21,6.27,270.04,214.03,14383525286,1237886000,14.1830845,2.3,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESS",5633.67,7.69,1237886000,4.55,0.397320461445436
"156",158,"ETFC","E*Trade","Financials",48.48,22.1,0,2.15,56,32.25,13754977266,0,5.689136,2.15,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC",1958,24.31,0,Inf,1.08991380259662
"157",159,"ETN","Eaton Corporation","Industrials",79.41,17.1,2.94,6.68,89.85,69.45,35961772000,4.25e+09,1.8161736,2.17,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN",6737,6.51,4.25e+09,1.58,0.88121149249117
"158",160,"ETR","Entergy Corp.","Utilities",72.02,10.7,4.89,-3.26,87.95,69.63,13116894887,880700000,1.5543115,1.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR",15801.71,0.2,880700000,17.94,0.269843666769823
"159",161,"EW","Edwards Lifesciences","Health Care",123.78,32.6,0,2.88,138.48,89.2,27447099863,1156700000,7.8283277,8.48,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW",593.6,9.63,1156700000,0.51,1.4107212542598
"160",162,"EXC","Exelon Corp.","Utilities",35.98,14.5,3.82,1.23,42.67,33.3,34734816899,8.55e+09,1.3933871,1.26,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC",34909,7.56,8.55e+09,4.08,0.301137923769209
"161",163,"EXPD","Expeditors International","Industrials",60.36,25.3,1.35,2.36,67.54,51.96,11040678071,721643000,2.190319,5.55,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD",0,17.15,721643000,0,0.962489703404904
"162",164,"EXPE","Expedia Inc.","Consumer Discretionary",123.03,31,0.93,1.81,161,115.55,19722178609,1481458000,2.5074897,4.14,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE",3727,11.69,1481458000,2.52,0.898767438102814
"163",165,"EXR","Extra Space Storage","Real Estate",77.56,18.1,3.88,2.92,88.56,71.34,10133547517,717468000,12.204818,4.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXR",4761.46,7.19,717468000,6.64,0.311323990912849
"164",166,"F","Ford Motor","Consumer Discretionary",10.43,5.9,6.78,1.9,13.48,10.19,42414328338,9.28e+09,0.27054095,1.26,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F",102668,2.28,9.28e+09,11.06,0.746365532494084
"165",167,"FAST","Fastenal Co","Industrials",52.15,27,2.78,2.01,57.815,39.79,15311373377,1009600000,3.472977,7.39,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST",497,13.09,1009600000,0.49,1.09460012627867
"166",168,"FB","Facebook, Inc.","Information Technology",171.58,27.9,0,5.39,195.32,132.44,5.23423e+11,2.36e+10,13.241967,7.08,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FB",70,42.22,2.36e+10,0,1.23669098740182
"167",169,"FBHS","Fortune Brands Home & Security","Industrials",62.44,20.3,1.26,3.04,73.62,55.25,9624169008,814500000,1.8434572,3.76,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FBHS",1988.4,4.7,814500000,2.44,1.04698612430767
"168",170,"FCX","Freeport-McMoRan Inc.","Materials",17.16,14.7,1.12,1.24,20.25,11.05,25853969330,5.35e+09,1.6538345,3.66,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX",11123,26.98,5.35e+09,2.08,1.53566795261771
"169",171,"FDX","FedEx Corporation","Industrials",239.27,19.5,0.8,11.07,274.66,182.89,67280478816,8.06e+09,1.0751684,3.9,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDX",16399,10.24,8.06e+09,2.03,1.26191468322791
"170",172,"FE","FirstEnergy Corp","Utilities",30.64,11.2,4.67,-14.49,35.22,27.93,13706075072,-5.07e+09,1.2994481,2.19,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE",16608,3.19,-5.07e+09,-3.28,0.388403218332143
"171",173,"FFIV","F5 Networks","Information Technology",137.25,21.2,0,6.51,149.5,114.63,8744185796,629940000,4.1203604,6.86,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV",0,3.41,629940000,0,1.13151849307344
"172",174,"FIS","Fidelity National Information Services","Information Technology",92.74,22.1,1.32,1.72,103.65,77.63,32308459680,2.78e+09,4.7038417,3.25,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS",8998,-4.06,2.78e+09,3.23,0.928446298474335
"173",175,"FISV","Fiserv Inc","Information Technology",133.05,27.3,0,4.14,144.2,106.2,26918949723,1.91e+09,6.518713,11.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FISV",4823,3.15,1.91e+09,2.52,1.0643016309286
"174",176,"FITB","Fifth Third Bancorp","Financials",31.1,16.9,1.98,2.85,33.91,23.2,22437653700,0,2.8802848,1.46,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB",14460,7.82,0,Inf,0.800844064802838
"175",177,"FL","Foot Locker Inc","Consumer Discretionary",45.88,9.5,2.58,4.91,77.86,28.42,5819080328,9.57e+08,1.0362948,NA,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FL",124,2.5,9.57e+08,0.13,0.878668592523324
"176",178,"FLIR","FLIR Systems","Information Technology",46.46,25.5,1.24,1.21,52.88,33.75,6706992926,375267000,5.137961,3.52,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLIR",421.63,2.34,375267000,1.12,0.882014796527128
"177",179,"FLR","Fluor Corp.","Industrials",55.31,19.9,1.47,1.99,62.09,37.0351,7978485059,709756000,0.5516402,2.4,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLR",1667.36,-0.46,709756000,2.35,1.38683007837656
"178",180,"FLS","Flowserve Corporation","Industrials",40.82,26.2,1.83,1.12,51.92,37.51,5427884956,463066000,2.0803037,3.15,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLS",1436.75,4.93,463066000,3.1,1.46000239666738
"179",181,"FMC","FMC Corporation","Materials",80.87,32.5,0.79,1.56,98.7,56.53,11273961835,557800000,6.0089035,5.26,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC",2593.3,73.46,557800000,4.65,1.10861208845303
"180",182,"FOXA","Twenty-First Century Fox Class A","Consumer Discretionary",34.56,17.8,1,1.59,39.135,24.81,44027094922,5.28e+09,2.1080317,4.11,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOXA",18379,5.45,5.28e+09,3.48,0.379560930283089
"181",183,"FRT","Federal Realty Investment Trust","Real Estate",108.11,18.4,3.59,3.5,143.79,109.74,8077368506,540767000,12.898601,3.98,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FRT",3256.63,7.7,540767000,6.02,0.56790295069695
"182",184,"FTI","TechnipFMC","Energy",29.1,18.8,1.71,0,35,24.53,14163064455,540167833.4,1.561575,1.06,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTI",4017.1,-0.2,540167833.4,7.44,1.31990861010237
"183",185,"FTV","Fortive Corp","Industrials",69.14,25.1,0.39,2.46,76.68,54.8844,24916503061,1508300000,5.1682673,7.17,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV",3178,11.84,1508300000,2.11,0.998383209735415
"184",186,"GD","General Dynamics","Industrials",206.05,20.7,1.56,9.55,229.54,181.94,64180390701,4.62e+09,2.0481362,5.45,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD",11610,12.33,4.62e+09,2.51,0.86935717919255
"185",187,"GE","General Electric","Industrials",14.45,13.8,3.15,-0.72,30.59,14.71,1.32249e+11,-2.06e+08,1.0887611,1.7,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE",99335,1.36,-2.06e+08,-482.21,1.17009537787878
"186",188,"GILD","Gilead Sciences","Health Care",78.22,8.2,2.75,9.95,89.54,63.759,1.08107e+11,1.76e+10,5.2087464,4.12,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD",24570,-18.91,1.76e+10,1.4,0.742266890343791
"187",189,"GIS","General Mills","Consumer Staples",53.99,17.5,3.59,2.77,63.73,49.65,31098243069,3107600000,2.0389178,7.26,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS",12208.6,4.56,3107600000,3.93,0.305902480201321
"188",190,"GLW","Corning Inc.","Information Technology",28.45,16.5,2.08,-0.78,35.1,26.31,25759280346,2.97e+09,2.544682,1.71,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW",5056,9.41,2.97e+09,1.7,1.22709931529528
"189",191,"GM","General Motors","Consumer Discretionary",40.75,6.6,3.59,6,46.76,31.92,61536606173,2.35e+10,0.5633218,1.33,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM",71475,-0.95,2.35e+10,3.04,0.944430076609397
"190",192,"GOOGL","Alphabet Inc Class A","Information Technology",1007.71,31.5,0,22.27,1198,824.3,7.33824e+11,3.42e+10,6.801692,4.7,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOOGL",3986,24.16,3.42e+10,0.12,1.21477293054816
"191",193,"GPC","Genuine Parts","Consumer Discretionary",96.31,21.2,2.72,4.6,107.75,79.86,14554321748,1201517000,1.212236,4.33,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC",2463.45,15.47,1201517000,2.05,0.595548292015591
"192",194,"GPN","Global Payments Inc.","Information Technology",100.59,27.9,0.04,1.58,113.26,76.47,16920023264,960345000,5.775833,4.73,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN",4707.51,-8.35,960345000,4.9,1.282858814448
"193",195,"GPS","Gap Inc.","Consumer Discretionary",31.17,15.4,2.82,1.69,35.68,21.02,12684517721,1.96e+09,1.1289738,3.93,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPS",1249,7.93,1.96e+09,0.64,0.759849794809521
"194",196,"GRMN","Garmin Ltd.","Consumer Discretionary",61.13,21.2,3.23,2.69,64.96,48.5,11840331607,736798000,5.319881,3.14,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN",0,7.09,736798000,0,0.781008822130525
